gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,opp,wl,gametype,box
ACY192008292,ACY,1,0,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,3,,value,34,30,7,8,0,0,1,,2,0,0,2,0,3,4,,,0,,27,,34,11,1,1,0,3,3,0,0,4,0,1,0,2,,0,,1,27,12,1,1,0,1,1,0,,barbj103,marco101,browc106,lundd103,handb102,pierb104,medel101,rojoj101,reddd101,reddd101,rojoj101,pierb104,handb102,marco101,lundd103,browc106,medel101,barbj103,,19200829,2,NYC15,NYL,w,exhibition,y
SLG192010040,SLN,0,0,0,0,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,9,,value,43,43,4,12,2,1,0,4,0,0,0,0,0,1,1,0,1,0,3,27,4,40,8,0,0,1,5,3,5,1,6,0,1,0,0,0,0,2,0,27,17,5,1,0,0,1,0,2,schuj101,fourj101,stocm101,janvh101,mchea101,lavad101,dillp101,clemv101,lyong101,lyong101,clemv101,fourj101,janvh101,stocm101,lavad101,schuj101,mchea101,dillp101,,19201004,0,STL11,SLG,l,exhibition,y
SLG192010040,SLG,1,3,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,8,,value,40,35,5,8,0,0,1,2,0,0,0,5,1,6,0,2,1,0,6,30,0,43,12,2,1,0,4,4,0,0,1,0,0,0,0,0,1,0,0,30,12,3,1,0,0,0,1,0,lyonj101,hewij102,charo101,blacc102,dudld101,kennd102,day-c102,holte101,drakb101,drakb101,kennd102,lyonj101,day-c102,holte101,hewij102,dudld101,charo101,blacc102,,19201004,0,STL11,SLN,w,exhibition,y
SLG192010050,SLN,1,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,38,35,5,10,4,0,0,5,0,1,0,2,0,2,1,0,0,0,2,27,0,30,2,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,27,13,0,0,0,0,0,1,0,schuj101,fourj101,stocm101,janvh101,mchea101,lavad101,dillp101,clemv101,hainj101,hainj101,clemv101,fourj101,janvh101,stocm101,lavad101,schuj101,mchea101,dillp101,,19201005,0,STL11,SLG,w,exhibition,y
SLG192010050,SLG,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,,value,30,29,0,2,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,27,0,38,10,4,0,0,5,4,2,0,2,0,1,1,0,1,1,0,0,27,14,3,1,0,0,1,1,0,lyonj101,hewij102,charo101,blacc102,dudld101,kennd102,day-c102,holte101,carrw101,carrw101,kennd102,lyonj101,day-c102,holte101,hewij102,dudld101,charo101,blacc102,,19201005,0,STL11,SLN,l,exhibition,y
IN4192104240,CNN,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,4,,value,33,29,2,5,0,0,0,1,2,,0,2,,3,1,,,0,,27,,35,6,0,0,0,0,0,1,,5,0,0,0,3,,2,,0,27,13,1,0,0,0,0,2,,herrp102,drekv101,barob101,guerm103,parrm102,riosm101,abree101,jimeb101,leblj101,leblj101,abree101,parrm102,jimeb101,herrp102,riosm101,drekv101,barob101,guerm103,,19210424,0,IND11,IN4,w,exhibition,y
IN4192104240,IN4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,35,31,0,6,0,0,0,0,3,,0,1,,5,2,,,0,,27,,33,5,0,0,0,2,1,2,,3,0,0,0,2,,1,,1,27,9,2,1,0,1,0,1,,clarm103,washn101,jeffr101,taylb108,mackb102,hollc103,day-c102,willc105,jeffj102,jeffj102,mackb102,taylb108,hollc103,day-c102,willc105,washn101,clarm103,jeffr101,,19210424,0,IND11,CNN,l,exhibition,y
CB1192104300,CG1,0,1,0,0,2,0,1,0,1,,,,,,,,,,,,,,,,,,,,3,,value,35,31,5,7,2,0,0,,3,,0,1,,8,1,,,,,27,,35,8,1,0,1,3,0,1,,12,0,0,0,0,,2,,0,27,9,2,1,0,0,0,2,,greew101,brewm101,jenkh101,beckj104,bingb101,bauch101,jeffh102,duncf101,taylj109,taylj109,duncf101,jeffh102,bauch101,greew101,beckj104,brewm101,jenkh101,bingb101,,19210430,0,COL04,CB1,w,regular,y
CB1192104300,CB1,0,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,5,,value,35,34,3,8,1,0,1,,0,,0,1,,12,2,,,,,27,,35,7,2,0,0,5,0,1,,8,0,0,1,3,,1,,1,27,13,5,0,0,1,0,1,,mcclb104,dewis101,lanei101,thomc103,lloyj101,colea101,egglm101,browg103,britg103,britg103,egglm101,colea101,mcclb104,dewis101,lloyj101,lanei101,browg103,thomc103,,19210430,0,COL04,CG1,l,regular,y
CB1192105010,CG1,1,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,7,,value,44,33,4,7,0,0,0,,4,,0,7,,6,1,,,,,33,,42,11,1,1,0,4,0,2,,8,0,0,0,1,,3,,0,33,16,2,2,0,0,0,3,,greew101,brewm101,jenkh101,beckj104,bingb101,bauch101,jeffh102,duncf101,farrl101,farrl101,duncf101,jeffh102,bauch101,greew101,beckj104,brewm101,jenkh101,bingb101,,19210501,0,COL04,CB1,t,regular,y
CB1192105010,CB1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,5,,value,42,39,4,11,1,1,0,,1,,0,2,,8,3,,,,,33,,44,7,0,0,0,4,0,7,,6,0,1,0,4,,1,,0,33,14,1,0,0,0,1,1,,woodw104,dewis101,lanei101,thomc103,hudsr102,lloyj101,browg103,egglm101,rober105,rober105,egglm101,hudsr102,thomc103,dewis101,lloyj101,lanei101,browg103,woodw104,,19210501,0,COL04,CG1,t,regular,y
CAG192105070,KCM,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,33,30,0,1,0,0,0,,0,,0,3,,9,0,,,,,24,,27,4,0,0,0,2,0,0,,7,0,0,0,2,,0,,0,24,,0,0,0,0,0,0,,portb103,carrg101,donaj105,mcnah101,moord102,rogab101,hawkl101,ray-o101,currr101,currr101,ray-o101,hawkl101,carrg101,portb103,moord102,mcnah101,donaj105,rogab101,,19210507,0,CHI09,CAG,l,regular,y
CAG192105070,CAG,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,,value,27,25,2,4,0,0,0,,2,,0,0,,7,0,,,,,27,,33,1,0,0,0,0,0,3,,9,0,0,0,0,,0,,0,27,,3,0,0,0,0,0,,gardj102,willb107,demob102,torrc101,lyonj101,malad101,dixog101,granl101,browd104,browd104,dixog101,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210507,0,CHI09,KCM,w,regular,y
DT1192105070,ACY,0,2,1,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,6,,value,41,38,8,13,2,0,3,8,0,0,1,2,0,2,0,0,0,0,2,24,0,41,11,4,0,2,9,8,5,0,5,0,0,0,0,1,2,0,0,24,12,1,0,0,0,0,2,0,shivg101,marco101,pettb102,browc106,lundd103,handb102,grahd102,rojoj101,treah101,treah101,rojoj101,pettb102,handb102,marco101,lundd103,browc106,shivg101,grahd102,,19210507,0,DET07,DT1,l,exhibition,y
DT1192105070,DT1,3,0,1,1,2,0,1,1,,,,,,,,,,,,,,,,,,,,,8,,value,41,35,9,11,4,0,2,9,0,1,0,5,0,5,2,0,0,0,1,27,0,41,13,2,0,3,8,8,2,0,2,1,0,0,0,0,0,0,0,27,22,3,3,0,0,0,0,0,warff101,hillp102,riggb101,wesle101,hillj103,moore104,hillc103,petwb101,forcb101,forcb101,petwb101,wesle101,warff101,hillj103,riggb101,moore104,hillp102,hillc103,,19210507,0,DET07,ACY,w,exhibition,y
CAG192105080,KCM,0,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,7,,value,37,29,3,2,0,0,0,,3,,0,5,,2,0,,,,,27,,31,5,0,0,0,1,0,3,,6,0,0,0,1,,0,,0,27,,2,0,0,0,0,0,,portb103,carrg101,donaj105,mcnah101,moord102,rogab101,fagab102,hawkl101,ray-o101,rogab101,ray-o101,hawkl101,carrg101,portb103,moord102,mcnah101,donaj105,fagab102,,19210508,0,CHI09,CAG,w,regular,y
CAG192105080,CAG,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,,value,31,27,1,5,0,0,0,,1,,0,3,,6,0,,,,,27,,37,2,0,0,0,3,0,5,,2,0,0,0,3,,0,,0,27,,3,0,0,0,0,0,,gardj102,willb107,demob102,torrc101,lyonj101,malad101,dixog101,granl101,johnt105,johnt105,dixog101,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210508,0,CHI09,KCM,l,regular,y
CAG192105090,KCM,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,38,33,5,7,2,0,0,,3,,0,2,,5,0,,,,,24,,35,8,2,0,0,7,0,4,,4,0,0,0,0,,0,,0,24,,1,0,0,0,0,0,,portb103,carrg101,donaj105,mcnah101,moord102,fagab102,hawkl101,ray-o101,craws102,craws102,ray-o101,hawkl101,carrg101,portb103,moord102,mcnah101,donaj105,fagab102,,19210509,0,CHI09,CAG,l,regular,y
CAG192105090,CAG,0,3,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,4,,value,35,31,7,8,2,0,0,,0,,0,4,,4,0,,,,,27,,38,7,2,0,0,5,0,2,,5,0,0,0,3,,0,,0,27,,2,0,0,0,0,0,,gardj102,willb107,demob102,torrc101,lyonj101,malad101,browj111,granl101,staro101,staro101,browj111,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210509,0,CHI09,KCM,w,regular,y
IN4192105090,CB1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,,value,32,28,0,3,0,0,0,,3,,0,1,,,1,,,,,24,,43,10,0,0,0,7,0,11,,,0,1,0,0,,4,,0,24,11,,0,0,0,1,4,,woodw104,browg103,alexk101,thomc103,hudsr102,lloyj101,dewis101,ewinb103,britg103,britg103,ewinb103,hudsr102,thomc103,dewis101,lloyj101,alexk101,browg103,woodw104,,19210509,0,IND11,IN4,l,regular,y
IN4192105090,IN4,0,0,0,0,3,2,0,2,,,,,,,,,,,,,,,,,,,,,12,,value,43,32,7,10,0,0,0,,0,,0,11,,,4,,,,,27,,32,3,0,0,0,0,0,1,,,0,0,0,3,,1,,0,27,20,0,2,0,0,0,1,,clarm103,washn101,jeffr101,taylb108,mackb102,hollc103,day-c102,lowek101,jeffj102,jeffj102,mackb102,taylb108,day-c102,lowek101,clarm103,jeffr101,washn101,hollc103,,19210509,0,IND11,CB1,w,regular,y
CNN192105220,CG1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,10,,value,39,33,2,5,0,0,1,,2,0,0,4,0,3,1,,,0,,24,,45,17,0,0,0,14,,3,0,3,0,1,0,3,0,3,,1,24,10,6,0,0,1,1,3,,greew101,jeffh102,jenkh101,beckj104,bingb101,bauch101,byrdo101,duncf101,wickf102,wickf102,duncf101,byrdo101,bauch101,greew101,beckj104,jeffh102,jenkh101,bingb101,,19210522,0,CIN07,CNN,l,regular,y
CNN192105220,CNN,3,0,0,0,5,0,3,3,,,,,,,,,,,,,,,,,,,,,7,,value,45,39,14,17,2,5,0,,3,0,0,3,0,3,3,,,0,,27,,39,5,0,0,1,2,,4,0,3,0,1,0,2,0,1,,1,27,10,2,0,0,1,1,1,,herrp102,riosm101,drekv101,barob101,guerm103,parrm102,jimeb101,abree101,manec101,manec101,abree101,parrm102,herrp102,jimeb101,riosm101,drekv101,barob101,guerm103,,19210522,0,CIN07,CG1,w,regular,y
DT1192106060,CNN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,,value,29,27,0,0,0,0,0,0,0,,0,2,,10,0,,,,,24,,35,11,3,0,1,4,0,1,,3,0,0,0,2,,1,,0,24,6,3,0,0,0,0,1,,herrp102,riosm101,drekv101,barob101,suarj101,jimee102,parrm102,morie101,guerm103,suarj101,morie101,parrm102,herrp102,jimee102,riosm101,drekv101,barob101,guerm103,,19210606,0,DET07,DT1,l,regular,y
DT1192106060,DT1,0,0,0,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,,7,,value,35,32,4,11,3,0,1,3,2,,0,1,,3,1,,,,,27,,29,0,0,0,0,0,0,2,,10,0,0,0,0,,0,,0,27,8,0,0,0,0,0,0,,warff101,reesj102,riggb101,wesle101,perrc102,hillc103,longf101,petwb101,gateb101,gateb101,petwb101,wesle101,perrc102,warff101,riggb101,reesj102,longf101,hillc103,,19210606,0,DET07,CNN,w,regular,y
KCM192106120,CNN,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,6,,value,36,31,3,6,1,0,0,,0,,0,5,,6,0,,,,,24,,34,12,1,1,0,6,0,0,,1,0,0,0,4,,0,,0,24,13,0,1,0,0,0,0,,herrp102,riosm101,drekv101,barob101,jimeb101,guerm103,parrm102,abree101,leblj101,leblj101,abree101,parrm102,jimeb101,herrp102,riosm101,barob101,drekv101,guerm103,,19210612,0,KAN02,KCM,l,regular,y
KCM192106120,KCM,0,0,0,0,2,1,2,1,,,,,,,,,,,,,,,,,,,,,4,,value,34,30,6,12,1,1,0,,4,,0,0,,1,0,,,,,27,,36,6,1,0,0,3,0,5,,6,0,1,0,0,,0,,1,27,13,3,1,0,1,1,0,,portb103,mendj101,donaj105,mcnah101,carrg101,moord102,rogab101,blatf101,duncf101,rogab101,duncf101,blatf101,carrg101,portb103,moord102,mcnah101,donaj105,mendj101,,19210612,0,KAN02,CNN,w,regular,y
CAG192106130,IN4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,value,35,32,0,3,0,1,0,0,1,0,1,1,0,3,0,1,0,0,1,29,0,34,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,29,19,4,1,0,0,0,0,1,clarm103,jeffr101,willc105,taylb108,mackb102,kenyh101,washn101,day-c102,johnd108,johnd108,mackb102,taylb108,willc105,day-c102,clarm103,kenyh101,jeffr101,washn101,,19210613,0,CHI09,CAG,l,regular,y
CAG192106130,CAG,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,4,,value,34,34,1,4,0,0,0,0,0,0,0,0,0,3,0,1,1,0,4,30,0,35,3,0,1,0,0,0,1,0,3,1,0,0,1,0,0,1,0,30,12,1,0,0,0,0,0,1,malad101,demob102,lyonj101,torrc101,dixog101,gardj102,willb107,granl101,staro101,staro101,dixog101,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210613,0,CHI09,IN4,w,regular,y
CAG192106190,CG1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,,value,35,31,1,5,0,0,0,1,0,0,0,4,0,3,0,1,0,0,1,24,0,32,3,0,1,0,4,2,5,0,2,0,0,0,0,0,2,3,1,24,15,4,1,0,1,0,2,3,hawkl101,jeffh102,jennt101,beckj104,farrl101,ray-o101,greew101,bauch101,taylj109,taylj109,ray-o101,hawkl101,bauch101,greew101,beckj104,jennt101,jeffh102,farrl101,,19210619,0,CHI09,CAG,l,regular,y
CAG192106190,CAG,0,1,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,4,,value,32,27,4,3,0,1,0,3,0,0,0,5,0,2,2,3,0,0,4,27,0,35,5,0,0,0,1,1,4,0,3,0,0,0,0,0,0,1,0,27,15,1,0,0,0,0,0,1,malad101,demob102,lyonj101,torrc101,browj111,gardj102,willb107,granl101,johnt105,johnt105,browj111,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210619,0,CHI09,CG1,w,regular,y
CAG192106200,CG1,0,0,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,7,,value,40,36,3,11,3,0,0,,1,0,0,3,0,5,0,,,0,,29,,38,7,0,0,0,4,,6,,4,1,0,0,1,,3,,0,29,,7,1,0,0,0,3,,hawkl101,jeffh102,jennt101,beckj104,bauch101,greew101,farrl101,ray-o101,ballw102,ballw102,ray-o101,hawkl101,bauch101,greew101,beckj104,jennt101,jeffh102,farrl101,,19210620,0,CHI09,CAG,l,regular,y
CAG192106200,CAG,0,0,0,1,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,5,,value,38,30,4,7,0,0,0,1,1,,1,6,,4,3,,,0,,30,,40,11,0,0,0,3,,3,0,5,0,0,0,1,0,0,,0,30,,3,0,0,0,0,0,,malad101,demob102,lyonj101,torrc101,dixog101,gardj102,willb107,granl101,staro101,staro101,dixog101,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210620,0,CHI09,CG1,w,regular,y
SLG192106290,CB1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,,value,37,32,1,6,2,0,0,1,2,0,1,2,0,2,2,1,0,0,2,24,0,53,17,3,0,2,21,14,6,0,4,4,0,0,5,2,2,1,0,24,10,3,0,0,0,0,2,1,dewis101,woodw104,lloyj101,hudsr102,thomc103,willf102,browg103,alexk101,lanei101,lanei101,willf102,hudsr102,thomc103,dewis101,lloyj101,alexk101,browg103,woodw104,,19210629,0,STL11,SLG,l,regular,y
SLG192106290,SLG,3,0,3,5,0,0,3,7,,,,,,,,,,,,,,,,,,,,,8,,value,53,36,21,17,3,0,2,21,5,2,4,6,0,4,2,1,0,0,3,27,0,37,6,2,0,0,1,1,2,0,2,1,0,0,2,0,2,1,0,27,13,1,1,0,0,0,2,1,dudld101,mongs101,charo101,blacc102,hewij102,kennd102,mcadt101,holte101,drakb101,drakb101,kennd102,mcadt101,holte101,mongs101,hewij102,dudld101,charo101,blacc102,,19210629,0,STL11,CB1,w,regular,y
ACY192107031,HIL,1,0,0,0,0,2,1,1,0,0,,,,,,,,,,,,,,,,,,,5,,value,40,40,5,10,0,0,0,,0,,0,0,,,0,,,,,28,,41,10,0,0,0,6,0,3,,,0,0,0,0,,0,,0,28,17,3,0,0,0,0,0,,brigo101,franb101,whitc103,johng102,allet102,downb101,cummc102,whitd107,santl101,whitd107,santl101,allet102,cummc102,franb101,downb101,whitc103,brigo101,johng102,,19210703,1,ACY01,ACY,l,exhibition,y
ACY192107031,ACY,2,0,1,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,7,,value,41,38,6,10,0,0,0,,0,,0,3,,,0,,,,,30,,40,10,0,0,0,5,0,0,,,0,0,0,0,,0,,0,30,12,2,0,0,0,0,0,,barbj103,shivg101,marco101,pettb102,browc106,rojoj101,handb102,lundd103,reddd101,reddd101,rojoj101,pettb102,handb102,marco101,lundd103,shivg101,barbj103,browc106,,19210703,1,ACY01,HIL,w,exhibition,y
CB1192107090,DT1,2,3,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,42,36,7,10,1,2,0,,3,,1,2,,3,3,,,,,24,,42,10,1,0,1,8,0,5,,1,1,0,0,3,,1,,0,24,14,6,0,0,0,0,1,,warff101,hillc103,riggb101,hillj103,perrc102,wingd101,petwb101,websw101,forcb101,forcb101,websw101,petwb101,perrc102,hillj103,riggb101,wingd101,warff101,hillc103,,19210709,0,COL04,CB1,l,regular,y
CB1192107090,CB1,3,0,0,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,10,,value,42,33,8,10,1,0,1,,3,,1,5,,1,1,,,,,27,,42,10,1,2,0,7,0,2,,3,1,0,0,3,,3,,0,27,13,2,0,0,0,0,3,,browg103,woodw104,lloyj101,hudsr102,thomc103,egglm101,alexk101,dewis101,rober105,rober105,egglm101,hudsr102,thomc103,dewis101,lloyj101,alexk101,browg103,woodw104,,19210709,0,COL04,DT1,w,regular,y
CAG192107101,SLG,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,,value,34,30,0,3,0,0,0,0,0,0,2,2,0,4,2,2,0,0,2,24,0,30,6,3,0,0,2,2,4,0,6,0,0,0,0,0,3,3,0,24,15,0,1,0,0,0,3,3,dudld101,hewij102,charo101,blacc102,kennd102,mcadt101,mongs101,holte101,drakb101,drakb101,kennd102,mcadt101,holte101,mongs101,hewij102,dudld101,charo101,blacc102,,19210710,1,CHI09,CAG,l,regular,y
CAG192107101,CAG,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,4,,value,30,26,2,6,3,0,0,2,0,0,0,4,0,6,3,3,0,0,0,27,0,34,3,0,0,0,0,0,2,0,4,2,0,0,0,0,2,2,0,27,17,2,0,0,0,0,2,2,malad101,demob102,lyonj101,torrc101,browj111,willb107,granl101,reesj102,willt104,willt104,browj111,granl101,demob102,malad101,willb107,lyonj101,torrc101,reesj102,,19210710,1,CHI09,SLG,w,regular,y
CAG192107102,SLG,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,11,,value,35,32,3,14,0,1,0,3,0,0,0,3,0,5,0,1,0,0,0,18,0,29,7,1,0,0,6,5,3,0,5,0,0,0,1,1,0,0,0,18,10,2,0,0,0,0,0,0,dudld101,hewij102,charo101,blacc102,kennd102,mcadt101,mongs101,holte101,oldhj102,oldhj102,kennd102,mcadt101,holte101,mongs101,hewij102,dudld101,charo101,blacc102,,19210710,2,CHI09,CAG,l,regular,y
CAG192107102,CAG,0,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,5,,value,29,24,6,7,1,0,0,5,1,1,0,3,0,5,0,0,0,0,1,21,0,35,14,0,1,0,3,3,3,0,5,0,0,0,0,0,0,1,0,21,10,0,0,0,0,0,0,1,malad101,demob102,lyonj101,torrc101,browj111,gardj102,willb107,granl101,browd104,browd104,browj111,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210710,2,CHI09,SLG,w,regular,y
STA192107160,CAG,1,1,3,2,1,2,0,4,0,,,,,,,,,,,,,,,,,,,,10,,value,51,46,14,21,0,3,2,,1,,1,3,,4,3,,,,,27,,35,6,0,0,0,5,0,2,,11,1,0,1,1,,0,,0,27,8,1,0,0,0,0,0,,malad101,demob102,lyonj101,torrc101,browj111,gardj102,willb107,granl101,browd104,browd104,browj111,granl101,demob102,malad101,willb107,lyonj101,torrc101,gardj102,,19210716,0,DCT01,STA,w,exhibition,y
STA192107160,STA,0,0,0,0,1,0,0,4,0,,,,,,,,,,,,,,,,,,,,3,,value,35,31,5,6,0,0,0,,1,,1,2,,11,0,,,,,27,,51,21,0,3,2,14,0,3,,4,1,0,0,1,,3,,0,27,15,3,1,0,0,0,3,,meinw101,woodb102,pahll101,halag101,demmr101,hemie101,chamg101,mcgla101,mcgij101,mcgij101,mcgla101,pahll101,halag101,hemie101,woodb102,demmr101,meinw101,chamg101,,19210716,0,DCT01,CAG,l,exhibition,y
CB1192107190,CG1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,,value,35,31,1,7,1,0,0,,0,,0,4,,4,0,,,0,,24,,39,15,2,0,1,9,,0,0,2,0,0,0,1,,0,,0,24,17,1,0,0,0,0,0,,hawkl101,jeffh102,jennt101,beckj104,winsb101,greew101,bauch101,ray-o101,taylj109,taylj109,ray-o101,hawkl101,bauch101,greew101,beckj104,jennt101,jeffh102,winsb101,,19210719,0,COL04,CB1,l,regular,y
CB1192107190,CB1,2,0,2,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,6,,value,39,38,9,15,2,0,1,,1,,0,0,0,2,0,,,0,,27,,35,7,1,0,0,1,,4,,4,0,0,0,0,,0,,0,27,11,2,0,1,0,0,0,,weslc101,lanei101,lloyj101,hudsr102,thomc103,smitc110,davip104,egglm101,rober105,rober105,egglm101,hudsr102,thomc103,davip104,lloyj101,smitc110,lanei101,weslc101,,19210719,0,COL04,CG1,w,regular,y
KCM192107250,DT1,0,0,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,3,,value,37,37,7,8,1,1,0,,0,0,0,0,0,2,0,,,0,,24,,39,15,0,0,1,8,,1,0,6,0,0,0,1,0,1,,0,24,12,2,0,0,0,0,1,,warff101,petwb101,riggb101,hillp102,wingd101,reida101,hillj103,forcb101,gateb101,gateb101,petwb101,hillp102,warff101,hillj103,riggb101,wingd101,reida101,forcb101,,19210725,0,KAN02,KCM,l,regular,y
KCM192107250,KCM,2,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,7,,value,39,37,8,15,1,0,1,,1,0,0,1,0,6,1,,,0,,27,,37,8,0,0,0,7,,0,0,2,0,0,0,0,0,0,,0,27,,5,0,0,0,0,0,,portb103,carrg101,moord102,mcnah101,donaj105,fagab102,duncf101,mendj101,bellc102,bellc102,duncf101,carrg101,fagab102,portb103,moord102,mcnah101,donaj105,mendj101,,19210725,0,KAN02,DT1,w,regular,y
ACY192107310,IN4,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,8,,value,38,36,3,11,3,1,0,2,0,0,0,2,0,3,0,1,2,0,2,24,0,45,10,4,1,0,11,10,7,0,5,2,1,0,0,1,3,0,1,24,7,2,0,0,1,1,3,0,clarm103,day-c102,mackb102,taylb108,hollc103,washn101,woodw104,power102,johnd108,johnd108,power102,taylb108,mackb102,day-c102,clarm103,woodw104,washn101,hollc103,,19210731,0,NYC15,ACY,l,exhibition,y
ACY192107310,ACY,1,0,0,1,0,4,1,4,,,,,,,,,,,,,,,,,,,,,10,,value,45,35,11,10,4,1,0,9,0,1,2,7,0,5,3,0,0,0,2,27,0,38,11,3,1,0,3,2,2,0,3,0,0,0,0,0,0,1,0,27,11,2,2,0,0,0,0,1,barbj103,shivg101,marco101,pettb102,browc106,rojoj101,lundd103,handb102,reddd101,reddd101,rojoj101,pettb102,handb102,marco101,lundd103,shivg101,barbj103,browc106,,19210731,0,NYC15,IN4,w,exhibition,y
HIL192109052,DT1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,,value,31,29,0,0,0,0,0,0,0,,0,2,,2,0,,,0,,24,,37,8,2,0,0,4,,1,,1,0,0,0,3,,2,,0,24,10,2,0,0,0,0,2,,warff101,browg103,riggb101,hillp102,wesle101,reida101,hillj103,petwb101,hollb106,hollb106,petwb101,wesle101,warff101,hillj103,riggb101,reida101,browg103,hillp102,,19210905,2,DAR01,HIL,l,exhibition,y
HIL192109052,HIL,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,9,,value,37,33,4,8,2,0,0,,3,,0,1,,1,2,,,0,,27,,31,0,0,0,0,0,0,2,,2,0,0,0,0,,0,,0,27,11,2,0,0,0,0,0,,brigo101,franb101,johng102,whitc103,allet102,downb101,johnj108,yorkj102,cockp101,cockp101,yorkj102,allet102,downb101,johnj108,franb101,whitc103,brigo101,johng102,,19210905,2,DAR01,DT1,w,exhibition,y
